File	Name	Slot	Script
dgmag01	Mage	Slot 600	agrandbr
dgtrol01	Troll	Slot 608	agrandsw
dgtrol02	Troll	Slot 592	agrandrb
dimp01	Imp	Slot 592	agrandrb
dinan	Dinan	Slot 592	agrandbr
dinan2	Dinan	Slot 592	agrandrb
dinan3	Dinan	Slot 592	agrandrb
disrup01	Wizard Slayer	Slot 600	agrandrb
djinnisu	Djinni	Slot 592	agrandrp
dmark1	Fovem	Slot 600	agrandbr
dockhlp1	Shadow Thief	Slot 592	agrandlx
dockhlp2	Shadow Thief	Slot 592	agrandbr
dockhlp3	Knight of the Order	Slot 592	agrandrb
dockhlp4	Knight of the Order	Slot 592	agrandrb
dockmeet	Rylock	Slot 592	agrandrb
dockpriz	Shadow Thief	Slot 592	agrandrb
dopcle01	Kiel the Legion Killer	Slot 608	agrandrb
dopdur	Durlag Trollkiller	Slot 608	agrandbr
dopdur1	Durlag Trollkiller	Slot 600	agrandbr
dopdur2	Durlag Trollkiller	Slot 600	agrandbr
dopfue	Fuernebol	Slot 608	agrandrb
dopgre01	Greater Doppelganger	Slot 592	agrandbr
dopmag01	Islanne.	Slot 608	agrandrb
dopmgr01	Islanne.	Slot 608	agrandrb
dopple01	Doppelganger	Slot 592	agrandlx
dopthi01	Fuernebol	Slot 608	agrandrb
dopwar01	Durlag Trollkiller	Slot 608	agrandbr
dorkus	Dorkus	Slot 592	agrandea
doug	Festule the Alchemist	Slot 600	agrandrb
dpim	Pimlico	Slot 600	agrandrb
dpimg1	Pimlico Guard	Slot 592	agrandbr
dpmon01	Mind Flayer	Slot 592	agrandbr
dpmon02	Lich	Slot 592	agrandbr
dpmon03	Vampire	Slot 592	agrandbr
dpstat01	Eliya	Slot 592	agrandbr
dpstat02	Petrified Man	Slot 592	agrandsr
dpstat03	Petrified Woman	Slot 592	agrandrp
dpstat04	Petrified Man	Slot 592	agrandrb
dpstat05	Petrified Woman	Slot 592	agrandbr
dquas01	Quasit	Slot 592	agrandbr
dradee	Dradeel	Slot 600	agrandbr
dragblac	Nizidramanii'yt	Slot 600	agrandlx
dragblue	Abazigal	Slot 584	agrandnc
dragbr1	Gnoll	Slot 592	agrandbr
dragbr3	Gibberling	Slot 592	agrandbr
dragbrow	Brown Dragon	Slot 592	agrandrb
draggold	Garlokantha	Slot 592	agrandrb
draggren	Linussaxanol	Slot 592	agrandrb
draginvg	Barl	Slot 592	agrandrb
dragpurp	Purple Dragon	Slot 584	agrandbr
dragred	Red Dragon	Slot 592	agrandsh
dragshad	Thaxll'ssillyia	Slot 592	agrandrb
dragsilv	Silver Dragon	Slot 592	agrandbr
dragtope	Tapanasacar	Slot 592	agrandrb
dragund	Icebraniken	Slot 584	agrandrb
dragyell	Yellow Dragon	Slot 592	agrandbr
drake01	Shelligh	Slot 592	agrandrb
drake02	Rill	Slot 592	agrandrg
drake03	Rance	Slot 592	agrandbr
drake04	Quenash	Slot 592	agrandbr
draug	Draug Fea	Slot 592	agrandrb
drbod	Bodhi	Slot 592	agrandrb
dreampc	Dream Vision	Slot 592	agrandrb
drelle	Dream Vision	Slot 592	agrandrb
drelle2	Dream Vision	Slot 592	agrandbr
drenden	Drenden Shale	Slot 592	agrandrb
dreself1	Elf Male	Slot 592	agrandbr
dreself2	Elf Female	Slot 592	agrandrb
dreself3	Elf Male	Slot 592	agrandbr
dreself4	Elf Female	Slot 592	agrandrb
dreself5	Elf Male	Slot 592	agrandbr
dreself6	Elf Female	Slot 592	agrandrb
dreself7	Elf Male	Slot 592	agrandbr
dreself8	Elf Female	Slot 592	agrandrb
drofod01	Drow	Slot 592	agrandbr
drofod02	Drow	Slot 592	agrandbr
drofod03	Drow	Slot 592	agrandbr
drofod04	Drow Priestess	Slot 592	agrandbr
drow01	Drow Warrior	Slot 592	agrandrb
drow02	Drow Warrior	Slot 592	agrandbr
drow03	Drow Wizard	Slot 584	agrandbr
drow04	Drow Priestess	Slot 592	agrandbr
drow05	Drow	Slot 592	agrandrb
drow06	Drow	Slot 600	agrandrb
drow07	Drow Priestess	Slot 592	agrandrb
drowbd01	Drow Warrior	Slot 592	agrandrb
drowbd02	Drow Warrior	Slot 592	agrandbr
drowbd03	Drow Warrior	Slot 592	agrandrb
drowbd04	Drow Warrior	Slot 592	agrandsh
drowbd05	Drow Warrior	Slot 592	agrandbr
drowbd06	Drow Warrior	Slot 592	agrandrb
drowbd07	Drow Wizard	Slot 600	agrandbr
drowbd08	Drow Wizard	Slot 600	agrandrb
drowbd09	Drow Priestess	Slot 592	agrandrb
drowbd10	Drow Priestess	Slot 592	agrandrb
drowbd11	Drow Wizard	Slot 600	agrandbr
drowinvi	Barl	Slot 592	agrandrb
drpc	Adventurer	Slot 592	agrandbr
drshnl01	Nilthiri	Slot 608	agrandrb
drshnl02	Nilthiri	Slot 592	agrandbr
drshnl11	Nilthiri	Slot 592	agrandea
drshnl21	Nilthiri	Slot 592	agrandbr
drshsp01	Spirit of the Grove	Slot 600	agrandbr
drslayer	Slayer	Slot 592	agrandrb
druff1	Ruffian	Slot 592	agrandbr
druff2	Ruffian	Slot 592	agrandrb
druid10a	Zorl	Slot 600	agrandbr
druid10b	Zorl	Slot 600	agrandrp
druid12a	Zorl	Slot 592	agrandrb
druid12b	Zorl	Slot 592	agrandrb
druid6a	Zorl	Slot 600	agrandbr
druid8a	Zorl	Slot 600	agrandrp
druid8b	Zorl	Slot 600	agrandbr
druidad	Druid	Slot 600	agrandbr
drush	Drush	Slot 592	agrandrb
dsailor1	Sailor	Slot 592	agrandbr
dsailor2	Sailor	Slot 592	agrandrb
dsbanshe	Banshee	Slot 592	agrandrb
dsblane	Dawn Priest Blane	Slot 608	agrandnc
dsbody01	Shadow Thief	Slot 592	agrandbr
dsclars	Clairis	Slot 600	agrandbr
dsdrow01	Drow Weapons Master	Slot 592	agrandrb
dsdrow02	Drow Mage	Slot 600	agrandbr
dsdrow03	Drow Warrior	Slot 592	agrandrb
dsdrow04	Drow Elite	Slot 592	agrandrb
dsduegm1	Duergar Fighter	Slot 592	agrandbr
dsduegma	Duergar Mage	Slot 600	agrandrg
dsduegsk	Duergar Skeletal Conjurer	Slot 592	agrandnc
dsduerg1	Duergar Thief	Slot 600	agrandbr
dsduerg2	Duergar Guard	Slot 592	agrandrb
dsduerg3	Duergar Priest	Slot 584	agrandrb
dsduerga	Duergar Miner	Slot 584	agrandbr
dsfeydo	Fey'doch	Slot 600	agrandbr
dsfordrg	Salandiaxarxes	Slot 592	agrandrb
dsfrdrgb	Baby Forest Dragon	Slot 608	agrandea
dsgnollc	Gnoll Chieftan	Slot 608	agrandrb
dsgobchf	Goblin Chief	Slot 592	agrandbr
dsgrunk	Grog	Slot 592	agrandrb
dsguard	Guard	Slot 592	agrandea
dshalf01	Gandolar Luckyfoot	Slot 600	agrandbr
dshalf02	Halfling Fighter	Slot 592	agrandbr
dshalf03	Halfling Fighter	Slot 592	agrandbr
dshalf04	Halfling Thief	Slot 592	agrandbr
dshalf05	Halfling Thief	Slot 592	agrandrb
dshop01	Ikert	Slot 592	agrandrb
dshop02	Jahaboam	Slot 592	agrandlx
dsjabb	Jabress Xaendrassa Auvryndar	Slot 600	agrandbr
dskalann	Kalannar	Slot 592	agrandrb
dslich	The Dark One	Slot 592	agrandbr
dslich1	The Dark One	Slot 592	agrandbr
dslich2	The Dark One	Slot 584	agrandbr
dslich3	The Dark One	Slot 584	agrandrb
dsmortus	Mortius	Slot 592	agrandbr
dsorc01	Orc	Slot 592	agrandrb
dsphant1	Phantom	Slot 592	agrandrp
dsphant2	Phantom	Slot 592	agrandrb
dsphant3	Phantom	Slot 592	agrandbr
dsphant4	Phantom	Slot 592	agrandrb
dsphant5	Phantom	Slot 592	agrandbr
dsphant6	Phantom	Slot 592	agrandbr
dsroach	Atr'Jkslad'Roa'CH	Slot 584	agrandbr
dsshar	Shar Nadal	Slot 584	agrandea
dsspec	Spec	Slot 584	agrandrb
dsthief	Shadow Thief	Slot 592	agrandsr
dstrungl	Trungle	Slot 592	agrandbr
dsvampf1	Fledgling Vampire	Slot 600	agrandbr
dsvampf2	Fledgling Vampire	Slot 600	agrandsr
dsvampm	Lord Daerthmac	Slot 600	agrandrb
dswelf1	Wood Elf Warrior	Slot 600	agrandsh
dswelf1e	Wood Elf Elite	Slot 600	agrandrb
dswelf2	Wood Elf Warrior	Slot 600	agrandrb
dswelf2e	Wood Elf Elite	Slot 600	agrandbr
dszomblo	Zombie Lord	Slot 592	agrandbr
duearc01	Duergar	Slot 600	agrandsh
duecla01	Ilyich	Slot 592	agrandbr
duegau01	Duergar	Slot 608	agrandsh
duegau02	Duergar	Slot 608	agrandrb
duegexit	Duergar	Slot 592	agrandrb
duegmin1	Duergar	Slot 592	agrandbr
duegmin2	Duergar Mage	Slot 600	agrandrg
duegmin3	Duergar	Slot 592	agrandrb
duegrune	Duergar	Slot 592	agrandbr
duegsal1	Duergar	Slot 592	agrandnc
duegsal2	Duergar	Slot 592	agrandrb
duegsal3	Duergar	Slot 592	agrandrb
duegske1	Duergar Skeletal Conjurer	Slot 592	agrandbr
duemag01	Mage	Slot 608	agrandrb
duemag02	Mage	Slot 592	agrandbr
duergar	Duergar	Slot 600	agrandrb
duergar1	Duergar	Slot 600	agrandrb
duergar2	Duergar	Slot 592	agrandbr
duergar3	Duergar	Slot 600	agrandrb
dumfue	Sparring Dummy	Slot 592	agrandrb
dumisl	Sparring Dummy	Slot 592	agrandbr
dumkie	Sparring Dummy	Slot 592	agrandbr
dungettn	Ettin	Slot 592	agrandrb
dvampfl	Vampire	Slot 592	agrandbr
dwbrg01	Drow Warrior	Slot 592	agrandbr
dwbrg02	Drow Warrior	Slot 592	agrandbr
dwgard01	Drow Warrior	Slot 592	agrandbr
dwgard02	Drow Warrior	Slot 592	agrandbr
dwgard03	Drow Warrior	Slot 592	agrandrb
dwgard04	Drow Warrior	Slot 592	agrandbr
dwwond01	Drow Warrior	Slot 592	agrandrb
dwwond02	Drow Warrior	Slot 592	agrandrb
dwwond03	Drow Warrior	Slot 592	agrandrb
dwwond04	Drow Warrior	Slot 592	agrandnc
dwwond05	Drow Wizard	Slot 584	agrandrb
dwwond06	Drow Priestess	Slot 592	agrandrb
dwwond07	Drow Warrior	Slot 592	agrandnc
dwwond08	Drow Priestess	Slot 592	agrandbr
dwwond09	Drow Warrior	Slot 592	agrandbr
dwwond10	Drow Warrior	Slot 592	agrandrb
dwwond11	Drow Warrior	Slot 592	agrandrb
dwwond12	Drow Warrior	Slot 592	agrandbr
dwwond13	Drow Wizard	Slot 584	agrandsr
dwwond14	Drow Priestess	Slot 592	agrandcl
dwwond15	Drow Warrior	Slot 592	agrandbr
dwwond16	Drow Wizard	Slot 584	agrandrb
dwwond17	Drow Warrior	Slot 592	agrandbr
eastdem1	Glabrezu	Slot 592	agrandbr
eastdem2	Balor	Slot 592	agrandsr
eastdem3	Glabrezu	Slot 584	agrandbr
eastdem4	Balor	Slot 592	agrandbr
eastdem5	Glabrezu	Slot 592	agrandbr
eastdem6	Glabrezu	Slot 592	agrandcl
eastdem7	Balor	Slot 592	agrandrb
eastdem8	Glabrezu	Slot 592	agrandrb
eastdem9	Balor	Slot 592	agrandbr
eastgol1	Guardian Of Easthaven	Slot 592	agrandrb
eastgol2	Guardian Of Easthaven	Slot 592	agrandbr
eastmage	Azim	Slot 592	agrandrb
efreetsu	Efreeti	Slot 592	agrandbr
elders	Elder Sorn	Slot 592	agrandrb
elearb01	Apparition	Slot 592	agrandbr
elearb02	Apparition	Slot 592	agrandbr
elearb03	Apparition	Slot 592	agrandbr
elearb04	Apparition	Slot 592	agrandrb
elearb05	Apparition	Slot 592	agrandsr
elearb06	Apparition	Slot 592	agrandrb
elearb07	Apparition	Slot 592	agrandrb
elearb08	Apparition	Slot 592	agrandbr
elearb09	Apparition	Slot 592	agrandbr
elearb10	Apparition	Slot 592	agrandbr
elearb11	Apparition	Slot 592	agrandbr
elehob01	Goblin Commando	Slot 592	agrandrp
eleill01	Mind Flayer	Slot 592	agrandbr
elekob01	Kobold Commando	Slot 592	agrandsr
elekuo01	Kuo-toan Warrior	Slot 608	agrandbr
elekuo02	Kuo-toan Whip	Slot 600	agrandrg
elemep01	Ooze Mephit	Slot 592	agrandbr
elemep02	Steam Mephit	Slot 592	agrandrb
elemep03	Salt Mephit	Slot 592	agrandbr
elemep04	Fire Mephit	Slot 592	agrandrb
elemep05	Magma Mephit	Slot 592	agrandrb
elemep06	Earth Mephit	Slot 600	agrandsw
elemep07	Mineral Mephit	Slot 592	agrandrb
elemep08	Dust Mephit	Slot 592	agrandrb
eleoty01	Greater Otyugh	Slot 592	agrandrb
elepuz01	Apparition	Slot 592	agrandrb
elepuz02	Apparition	Slot 592	agrandbr
elepuz03	Apparition	Slot 592	agrandrb
elepuz04	Apparition	Slot 592	agrandbr
elesah01	Sahuagin Baron	Slot 592	agrandcl
elesah02	Sahuagin Baronial Guard	Slot 592	agrandbr
eletro01	Troll	Slot 608	agrandrb
eletro03	Troll	Slot 592	agrandbr
elka9	Elka	Slot 600	agrandnc
elmind01	Mind Flayer	Slot 592	agrandsw
embarl	Embarl	Slot 592	agrandrb
entill	Entillis Fulsom	Slot 608	agrandbr
errtu01	Errtu	Slot 592	agrandbr
errtu02	Errtu	Slot 592	agrandbr
errtu03	Errtu	Slot 592	agrandbr
etter01	Ettercap	Slot 592	agrandrb
excult1	Garuk	Slot 600	agrandrb
excult2	Zaelas	Slot 600	agrandbr
eyebhl01	Eye of the Beholder	Slot 592	agrandbr
eyeded01	Eye of the Dead	Slot 592	agrandbr
eyegor01	Gorgon Eye	Slot 592	agrandlx
eyesek01	Seeker	Slot 592	agrandrb
eyesnt01	Sentinel	Slot 592	agrandbr
eyevig01	Vigilant	Slot 592	agrandrb
f_bearfm	Bear Tribe Woman	Slot 592	agrandbr
f_bearol	Bear Tribe Elder	Slot 584	agrandbr
f_bel	Belhifet	Slot 584	agrandrb
f_cattib	Catti-Brie	Slot 600	agrandbr
f_corn	Cornugon	Slot 592	agrandbr
f_corn02	Cornugon	Slot 584	agrandbr
f_cyclop	Cyclops	Slot 592	agrandsh
f_deadbo	Dead Child	Slot 592	agrandcl
f_deadm2	Wounded Man	Slot 600	agrandrb
f_deadma	Wounded Man	Slot 592	agrandbr
f_deadwm	Dead Woman	Slot 592	agrandrp
f_deathk	Demonknight	Slot 592	agrandbr
f_deathl	Lesser Demonknight	Slot 584	agrandrb
f_demdrg	Greater Tanari	Slot 592	agrandbr
f_demwar	Demonic Guardian	Slot 592	agrandbr
f_dipnos	Nibby "Dipnose"	Slot 592	agrandrb
f_dragon	Baby Dragon	Slot 584	agrandbr
f_dromag	Drow Battle Mage	Slot 584	agrandbr
f_drowar	Drow Warrior	Slot 584	agrandbr
f_drowpr	Drow Priestess	Slot 584	agrandrb
f_dwsmit	Varlag Silverhammer	Slot 592	agrandbr
f_errtu	Errtu	Slot 584	agrandrb
f_ettin	Ettin	Slot 592	agrandbr
f_ghost	Ghost	Slot 584	agrandrb
f_giantf	Frost Giant	Slot 592	agrandrb
f_gobele	Goblin Elite	Slot 592	agrandrb
f_goblin	Goblin	Slot 592	agrandrb
f_harpy	Harpy	Slot 584	agrandbr
f_lich	Kangaxx the Lich	Slot 592	agrandbr
f_mari	Marilith	Slot 600	agrandea
f_medusa	Medusa	Slot 592	agrandbr
f_mummy	Mummy	Slot 592	agrandbr
f_nib	Nib Jansen	Slot 600	agrandrb
f_orc	Orc	Slot 592	agrandbr
f_robed	Robed Figure	Slot 600	agrandrb
f_robed2	Robed Figure	Slot 584	agrandbr
f_shfien	Shadow Fiend	Slot 592	agrandbr
f_slaysh	Slayer Shadow	Slot 584	agrandrb
f_spibea	Spirit Bear	Slot 592	agrandnc
f_spidqu	Demonic Spider Queen	Slot 584	agrandrb
f_stongl	Demonic Skull	Slot 592	agrandbr
f_tanari	Tanari	Slot 592	agrandbr
f_wailin	Wailing Death	Slot 592	agrandrb
f_werech	Greater Werewolf Leader	Slot 584	agrandbr
f_wlfspr	Were Winterwolf Spirit	Slot 592	agrandbr
faizah	Statue	Slot 592	agrandrb
fangel01	Fallen Solar	Slot 592	agrandbr
fear	Warder	Slot 592	agrandrb
ffactor1	Kirinaldo	Slot 600	agrandbr
ffactor2	Lunisia	Slot 600	agrandbr
ffbart	Samuel Thunderburp	Slot 608	agrandbr
ffcust01	Ercias	Slot 592	agrandrb
ffcust06	Belle	Slot 592	agrandbr
ffcust07	H'rothgar Firehammer	Slot 592	agrandrg
ffcust08	Jerry Jamtoes	Slot 592	agrandrb
ffrecep	Receptionist	Slot 608	agrandrb
ffusher1	Usher	Slot 600	agrandrb
ffusher2	Usher	Slot 600	agrandbr
finabaz	Abazigal	Slot 592	agrandrb
finaluf	Alu-Fiend	Slot 592	agrandbr
finbabau	Babau	Slot 592	agrandbr
finbalor	Balor	Slot 592	agrandrb
finbalth	Balthazar	Slot 592	agrandrb
finbodh	Bodhi	Slot 592	agrandrb
fincamb2	Cambion	Slot 592	agrandbr
finglab	Glabrezu	Slot 592	agrandrb
fingrom	Gromnir Il-Khan	Slot 592	agrandrb
finilla	Illasera	Slot 592	agrandbr
finmaril	Marilith	Slot 592	agrandsh
finmel01	Melissan	Slot 592	agrandrb
finnabas	Nabassu	Slot 592	agrandrb
finsend	Sendai	Slot 592	agrandrb
finsol01	Solar	Slot 592	agrandsh
finsol04	Fallen Solar	Slot 592	agrandrb
finsola2	Fallen Solar	Slot 592	agrandsh
finsolar	Fallen Solar	Slot 592	agrandrp
finsucc	Succubus	Slot 592	agrandbr
finyaga	Yaga-Shura	Slot 592	agrandnc
firamb01	Captain	Slot 592	agrandrb
firamb02	Gerg	Slot 592	agrandbr
firamb03	Troll	Slot 600	agrandbr
firamb04	Captain	Slot 592	agrandrb
firamb05	Troll	Slot 584	agrandrb
firarc01	Orc Archer	Slot 592	agrandrb
firban01	Bandit	Slot 608	agrandbr
firban02	Plath Rededge	Slot 608	agrandbr
firban03	Bandit	Slot 600	agrandbr
firban04	Orc	Slot 600	agrandbr
firban05	Orc	Slot 600	agrandbr
fireb1	Firebead Elvenhair	Slot 608	agrandrb
firebe	Firebead Elvenhair	Slot 608	agrandbr
firebead	Elvenhair Firebead	Slot 592	agrandbr
firkra02	Firkraag	Slot 600	agrandrb
firlch01	Fire Lich	Slot 584	agrandrb
firmag01	Conster	Slot 600	agrandsr
firmon01	Banshee	Slot 592	agrandrb
firmon02	Skeleton Warrior	Slot 592	agrandbr
firmon03	Director	Slot 592	agrandbr
firmon04	Revenant	Slot 600	agrandrb
firorc01	Chieftain DigDag	Slot 592	agrandrb
firorc02	Derg the Orc	Slot 600	agrandbr
firorc03	Flaylan the Orc	Slot 592	agrandbr
firrak01	Ruhk Transmuter	Slot 584	agrandbr
firrak02	Ruhk	Slot 584	agrandbr
firtrl01	Troll Cook	Slot 600	agrandrb
firwlf01	Grancor	Slot 600	agrandrb
firwlf02	Falik	Slot 600	agrandbr
firwra01	Greater Wraith	Slot 592	agrandrb
flamc7	Flaming Fist Mercenary	Slot 608	agrandbr
fleeinv1	Barl	Slot 592	agrandrb
fleeinv2	Barl	Slot 592	agrandbr
fleeinv3	Barl	Slot 592	agrandsr
fleeques	Traveller	Slot 592	agrandrb
flyfgt01	Shadow Thief	Slot 600	agrandbr
flyfgt02	Shadow Thief Guard	Slot 592	agrandrb
flyfgt03	Shadow Thief Archer	Slot 592	agrandbr
flyfgt04	Shadow Thief Inquisitor	Slot 600	agrandrb
franco	Franco	Slot 608	agrandrb
frosinvi	Barl	Slot 592	agrandbr
frost01	Frost Giant	Slot 592	agrandbr
fsdragon	Dragon	Slot 600	agrandrb
fsgibb	Gibberling	Slot 592	agrandbr
fsgobl	Goblin	Slot 592	agrandrb
fshorde1	Goblin	Slot 608	agrandrb
fshorde2	Goblin	Slot 600	agrandbr
fshorde3	Goblin	Slot 608	agrandbr
fshorde4	Orc	Slot 608	agrandrb
fshorde5	Orc Priest	Slot 608	agrandrb
fshorde6	Orc Archer	Slot 608	agrandrb
fsmage01	Mage	Slot 584	agrandrb
fsmage02	Mage	Slot 584	agrandbr
fsmage03	Mage	Slot 584	agrandbr
fsmage04	Mage	Slot 584	agrandea
fsmumm	Mummy	Slot 592	agrandbr
fsmumm2	Mummy	Slot 592	agrandrb
fsmumm3	Mummy	Slot 592	agrandrb
fsridd	Imp	Slot 592	agrandbr
fsskel	Skeleton	Slot 592	agrandbr
fsspir1	Spirit Warrior	Slot 600	agrandbr
fsspir2	Helmite Ghost	Slot 600	agrandrb
fsspir3	Spirit Panel	Slot 592	agrandbr
fsspira	Helmite Ghost	Slot 592	agrandrb
fsspirb	Helmite Ghost	Slot 592	agrandbr
fsspirc	Helmite Ghost	Slot 592	agrandbr
fuagnon	Hurgan Stoneblade	Slot 600	agrandrb
fulady	Lady Tandolan of Um	Slot 608	agrandrb
fumin	Minister Adelain	Slot 608	agrandrb
gaal01	Gaal	Slot 608	agrandrb
gaal02	Gaal	Slot 600	agrandrb
gaelan	Gaelan Bayle	Slot 608	agrandrb
gaelan2	Gaelan Bayle	Slot 592	agrandrb
gaius	Gaius	Slot 600	agrandrb
galkin	Galken	Slot 592	agrandbr
gall	Gallchobhair	Slot 592	agrandbr
gantol	Gantolandan	Slot 592	agrandbr
garkid01	Iltha	Slot 592	agrandbr
garkid02	Taar	Slot 592	agrandbr
garock	Garock	Slot 592	agrandrb
garren	Garren Windspear	Slot 600	agrandrb
gaylan	Gaylan Bael	Slot 592	agrandrb
gazib	The Great Gazib	Slot 600	agrandbr
gdruid	Druid	Slot 592	agrandrb
gellan	Gellana Mirrorshade	Slot 608	agrandbr
gelugon1	Gelugon	Slot 592	agrandbr
gencali1	Genie	Slot 592	agrandsr
gencali2	Genie	Slot 592	agrandbr
gendao01	Dao	Slot 592	agrandbr
gendji01	Djinni	Slot 592	agrandsr
gendjn01	Noble Djinni	Slot 592	agrandrg
genefn01	Noble Efreeti	Slot 592	agrandbr
genefr01	Efreeti	Slot 592	agrandrb
genie01	Genie	Slot 592	agrandbr
genie02	Genie	Slot 592	agrandrb
genie03	Genie	Slot 592	agrandbr
genie04	Genie	Slot 592	agrandbr
genie1	Genie	Slot 600	agrandrp
genietrv	Genie	Slot 592	agrandcl
genmag01	Mage	Slot 600	agrandrb
genth01	Thief	Slot 608	agrandbr
genth02	Thief	Slot 608	agrandrb
genthf01	Thug	Slot 592	agrandrg
gentmg01	Thief	Slot 592	agrandnc
gereth	Gereth	Slot 600	agrandbr
gerhardt	Uncle Gerhardt	Slot 600	agrandrb
ghast01	Ghast	Slot 600	agrandrb
ghastf01	Fell Ghast	Slot 600	agrandrb
ghogr01	Greater Ghoul	Slot 592	agrandbr
gholor01	Ghoul Lord	Slot 592	agrandea
ghoul01	Ghoul	Slot 592	agrandbr
giafir01	Fire Giant	Slot 592	agrandea
giantf01	Fire Giant	Slot 592	agrandbr
gibber	Gibberling	Slot 592	agrandbr
gibber01	Gibberling	Slot 592	agrandrb
gibber2	Diseased Gibberling	Slot 592	agrandnc
gibmut01	Mutated Gibberling	Slot 592	agrandlx
gith01	Warrior	Slot 608	agrandbr
gith02	Knight	Slot 608	agrandbr
gith03	Anti-Paladin	Slot 608	agrandbr
gith06	Captain	Slot 608	agrandbr
glad1	Gladiator	Slot 592	agrandbr
glad2	Gladiator	Slot 592	agrandbr
gladia01	Gatekeeper	Slot 600	agrandbr
glbear	Troll	Slot 592	agrandbr
gmage14	Mekrath	Slot 584	agrandrb
gmayor	Theshal	Slot 592	agrandbr
gnlcap01	Gnoll Captain	Slot 592	agrandrp
gnleli01	Gnoll Elite	Slot 592	agrandbr
gnlfli01	Flind	Slot 592	agrandbr
gnlsla01	Gnoll Slasher	Slot 592	agrandrb
gnlvet01	Gnoll Veteran	Slot 592	agrandbr
gnlwar01	Gnoll	Slot 592	agrandrb
gnoll01	Gnoll	Slot 592	agrandrb
gnoll02	Gnoll	Slot 592	agrandbr
gnoll03	Gnoll	Slot 592	agrandbr
gnoll3	Gnoll	Slot 592	agrandrb
gnollhp1	Gnoll	Slot 592	agrandbr
golbon01	Skeleton Warrior	Slot 592	agrandea
gonce	Meredath	Slot 592	agrandsh
goralu01	Alu-Fiend	Slot 600	agrandsw
gorapr	Apprentice	Slot 592	agrandrb
gorarc	Archivist	Slot 592	agrandrb
gorbat1	Ka'rashur	Slot 584	agrandcl
gorbat2	Erinyes	Slot 592	agrandrb
gorbat3	Cornugon	Slot 592	agrandrb
gorbat4	Imp	Slot 592	agrandrb
gorbat5	Bone Fiend	Slot 592	agrandnc
gorcamb	Aesgareth	Slot 584	agrandrp
gorcamb2	Tiefling	Slot 592	agrandbr
gorcamb3	Tiefling	Slot 592	agrandbr
gorcamb4	Tiefling	Slot 592	agrandrb
gorcamb5	Tiefling	Slot 592	agrandbr
gorcar	Carston	Slot 592	agrandrb
gorch	Gorch	Slot 608	agrandrb
gorchr	Chromatic Demon	Slot 592	agrandrb
gordeck5	Assassin	Slot 584	agrandrb
gordeck6	Assassin	Slot 584	agrandrb
gordeck7	Assassin	Slot 584	agrandrb
gordeck8	Assassin	Slot 584	agrandrb
gordeck9	Assassin	Slot 584	agrandrp
gordecka	Assassin	Slot 584	agrandbr
gordeckf	Fighter	Slot 592	agrandrb
gordem	Balor	Slot 600	agrandbr
gordem2	Velithuu	Slot 592	agrandrb
gordemc1	Balor	Slot 592	agrandcl
gorf	Gorf the Squisher	Slot 592	agrandrb
gorf03	Gorf the Squisher	Slot 592	agrandrb
gorfirg	Fire Giant	Slot 592	agrandrb
gorgit	Captain	Slot 608	agrandbr
gorgitc1	Githyanki	Slot 592	agrandbr
gorgitc2	Githyanki	Slot 592	agrandrb
gorgitc3	Githyanki	Slot 592	agrandrb
gorgitc4	Githyanki	Slot 592	agrandbr
gorgith2	Githyanki	Slot 600	agrandbr
gorgua01	Aurumach Rilmani	Slot 592	agrandbr
gorgua02	Ferrumach Rilmani	Slot 592	agrandbr
gorgua03	Guardian Spirit	Slot 592	agrandrb
gorgua04	Guardian Spirit	Slot 592	agrandrb
gorgua05	Guardian Spirit	Slot 592	agrandsh
gorimp01	Imp	Slot 592	agrandrb
gorion	Gorion	Slot 600	agrandsw
gorion3	Gorion	Slot 592	agrandrb
gorje	Gorje Hilldark	Slot 592	agrandbr
gorkuo01	Kuo-toan Warrior	Slot 600	agrandbr
gorkuo02	Kuo-toan Archer	Slot 600	agrandbr
gorkuo03	Kuo-toan Priest	Slot 608	agrandrb
gorkuo04	Kuo-toan Captain	Slot 584	agrandrb
gorkuo05	Kuo-toan Whip	Slot 584	agrandrb
gorlic01	Azamantes	Slot 592	agrandbr
gormim01	Killer Mimic	Slot 592	agrandbr
gormim02	Killer Mimic	Slot 592	agrandbr
gormim03	Killer Mimic	Slot 592	agrandlx
gormim04	Killer Mimic	Slot 592	agrandrb
gorminc1	Mind Flayer	Slot 592	agrandrb
gorminc2	Mind Flayer	Slot 592	agrandbr
gorminc3	Mind Flayer	Slot 592	agrandbr
gorminc4	Mind Flayer	Slot 592	agrandrb
gormind	Ulitharid	Slot 592	agrandbr
gororc01	Orc	Slot 592	agrandrb
gororc02	Orc Archer	Slot 592	agrandrb
gororc03	Orc Mage	Slot 592	agrandrb
gorpri1	Priest	Slot 592	agrandsr
gorsal	Saladrex	Slot 584	agrandbr
gorsku01	Flaming Skull	Slot 592	agrandrb
gorsta01	Statue	Slot 600	agrandrb
gorsta02	Statue	Slot 600	agrandrb
gorsta03	Statue	Slot 600	agrandbr
gorsta04	Statue	Slot 600	agrandrb
gorsta05	Statue	Slot 600	agrandsw
gorsta06	Statue	Slot 600	agrandbr
gorsta07	Statue	Slot 600	agrandbr
gorsta09	Statue	Slot 600	agrandrb
gorsta10	Statue	Slot 600	agrandrb
